Column1,userid,courseid,created_enr,username,date_joined,year_of_birth,level_of_education,course_name,create_time_course,length,category
13134,13635,TsinghuaX/30240184_1X/_,10/15/2013 03:56,XYWang,10/15/2013 03:56,1982,p,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13135,13633,MITx/6_002x/_Circuits_and_Electronics_,10/15/2013 03:57,mingxu,10/15/2013 03:55,1986,hs,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13136,13633,TsinghuaX/30240184_1X/_,10/15/2013 03:57,mingxu,10/15/2013 03:55,1986,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13137,13636,TsinghuaX/80000901_1X/_,10/15/2013 03:57,zjgwong,10/15/2013 03:57,1976,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13138,13634,TsinghuaX/00690242_1X/_,10/15/2013 03:58,SYP11,10/15/2013 03:56,1992,hs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13139,13639,TsinghuaX/80000901_1X/_,10/15/2013 04:00,Sylvia,10/15/2013 03:58,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13141,13650,TsinghuaX/80000901_1X/_,10/15/2013 04:03,GaoJiayou,10/15/2013 04:03,199,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13142,13651,TsinghuaX/80512073X/_,10/15/2013 04:07,askjun,10/15/2013 04:06,1989,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13143,13654,TsinghuaX/30240184_1X/_,10/15/2013 04:10,longlong,10/15/2013 04:10,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13144,13537,TsinghuaX/80000901_1X/_,10/15/2013 04:11,cindy1220,10/15/2013 02:28,1989,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13145,13650,TsinghuaX/00690242_1X/_,10/15/2013 04:11,GaoJiayou,10/15/2013 04:03,199,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13146,13655,TsinghuaX/80000901_1X/_,10/15/2013 04:12,ChunShan,10/15/2013 04:12,1984,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13147,13658,TsinghuaX/20220332_1X/_,10/15/2013 04:14,zhanga,10/15/2013 04:14,1991,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13148,13655,TsinghuaX/00690242_1X/_,10/15/2013 04:15,ChunShan,10/15/2013 04:12,1984,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13149,13656,TsinghuaX/80000901_1X/_,10/15/2013 04:15,lapc,10/15/2013 04:13,1976,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13150,13661,TsinghuaX/80512073X/_,10/15/2013 04:16,wsmmt,10/15/2013 04:16,1965,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13151,13660,TsinghuaX/80000901_1X/_,10/15/2013 04:18,ZiMo,10/15/2013 04:15,199,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13152,13662,TsinghuaX/30240184_1X/_,10/15/2013 04:19,dongyifeng,10/15/2013 04:19,1986,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13153,13659,TsinghuaX/80512073X/_,10/15/2013 04:20,Camiller,10/15/2013 04:14,1992,other,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13154,13652,TsinghuaX/80000901_1X/_,10/15/2013 04:22,QiuhanLiu,10/15/2013 04:07,1992,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13155,13670,TsinghuaX/30240184_1X/_,10/15/2013 04:23,Wilson120,10/15/2013 04:23,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13157,75,TsinghuaX/00690242_1X/_,10/15/2013 04:29,Aibi,8/29/2013 08:02,1992,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13158,13351,TsinghuaX/80512073X/_,10/15/2013 04:32,XiaoJIA,10/14/2013 14:47,1992,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13159,75,TsinghuaX/80512073X/_,10/15/2013 04:32,Aibi,8/29/2013 08:02,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13160,13674,TsinghuaX/80512073X/_,10/15/2013 04:33,cleverblue,10/15/2013 04:33,1977,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13161,75,PekingX/01718330X/_,10/15/2013 04:34,Aibi,8/29/2013 08:02,1992,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
13162,13675,TsinghuaX/00690242_1X/_,10/15/2013 04:34,LingfengGUO,10/15/2013 04:34,1984,p,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13163,13676,TsinghuaX/30240184_1X/_,10/15/2013 04:35,yyy305,10/15/2013 04:35,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13164,13675,TsinghuaX/80512073X/_,10/15/2013 04:36,LingfengGUO,10/15/2013 04:34,1984,p,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13166,4247,TsinghuaX/80512073X/_,10/15/2013 04:38,qiying,10/11/2013 04:15,1986,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13167,13680,TsinghuaX/80000901_1X/_,10/15/2013 04:41,majorjelly,10/15/2013 04:41,199,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13168,13678,TsinghuaX/00690242_1X/_,10/15/2013 04:44,alexan521,10/15/2013 04:35,1987,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13169,13658,MITx/6_002x/_Circuits_and_Electronics_,10/15/2013 04:44,zhanga,10/15/2013 04:14,1991,m,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13170,13682,TsinghuaX/30240184_1X/_,10/15/2013 04:44,huangbo,10/15/2013 04:44,1988,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13171,13678,TsinghuaX/80000901_1X/_,10/15/2013 04:45,alexan521,10/15/2013 04:35,1987,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13172,13677,TsinghuaX/80512073X/_,10/15/2013 04:45,Lawliet,10/15/2013 04:35,1993,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13173,13679,TsinghuaX/80512073X/_,10/15/2013 04:46,jwjun_fd,10/15/2013 04:36,1982,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13174,13684,TsinghuaX/80512073X/_,10/15/2013 04:46,caesarlyq,10/15/2013 04:45,1987,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13175,2087,MITx/6_002x/_Circuits_and_Electronics_,10/15/2013 04:49,xiejiaye,10/10/2013 07:54,1993,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13176,11507,TsinghuaX/20220332_1X/_,10/15/2013 04:52,shaochao13,10/13/2013 06:45,1983,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13177,13691,TsinghuaX/80512073X/_,10/15/2013 04:54,arker,10/15/2013 04:53,1989,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13178,13692,TsinghuaX/20220332_1X/_,10/15/2013 04:54,ykaljshsh,10/15/2013 04:54,199,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13179,11667,TsinghuaX/80000901_1X/_,10/15/2013 04:56,Zhikun,10/13/2013 08:46,1976,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13181,13697,TsinghuaX/30240184_1X/_,10/15/2013 04:59,slaenig,10/15/2013 04:58,1989,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13182,13699,TsinghuaX/30240184_1X/_,10/15/2013 04:59,IvyHU,10/15/2013 04:59,199,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13183,13702,TsinghuaX/30240184_1X/_,10/15/2013 05:00,zxc55221,10/15/2013 04:59,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13184,13696,TsinghuaX/30240184_1X/_,10/15/2013 05:00,Turkingwang,10/15/2013 04:57,199,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13185,13700,TsinghuaX/30240184_1X/_,10/15/2013 05:00,zfxu,10/15/2013 04:59,1981,p,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13186,13694,TsinghuaX/30240184_1X/_,10/15/2013 05:00,phpython,10/15/2013 04:56,1989,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13187,13700,TsinghuaX/80512073X/_,10/15/2013 05:00,zfxu,10/15/2013 04:59,1981,p,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13188,13704,TsinghuaX/80000901_1X/_,10/15/2013 05:00,sunjiabin,10/15/2013 05:00,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13190,11499,TsinghuaX/30240184_1X/_,10/15/2013 05:00,DJ,10/13/2013 06:38,1994,hs,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13191,13701,TsinghuaX/80000901_1X/_,10/15/2013 05:02,sanwenyu89,10/15/2013 04:59,1989,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13193,13711,TsinghuaX/80000901_1X/_,10/15/2013 05:02,purplerainxin,10/15/2013 05:02,1985,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13194,3220,TsinghuaX/MOOC101/MOOCs_,10/15/2013 05:03,YangQian,10/11/2013 01:46,1982,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
13195,10870,TsinghuaX/20220332_1X/_,10/15/2013 05:03,healthy,10/12/2013 16:46,1992,hs,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13196,13710,PekingX/01718330X/_,10/15/2013 05:05,stuYou,10/15/2013 05:02,199,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
13197,13718,TsinghuaX/80512073X/_,10/15/2013 05:05,yuanhao,10/15/2013 05:05,1983,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13199,13706,TsinghuaX/30240184_1X/_,10/15/2013 05:05,dianjin2011,10/15/2013 05:01,1982,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13200,13708,TsinghuaX/80000901_1X/_,10/15/2013 05:05,rubyjiao,10/15/2013 05:01,1988,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13202,2039,MITx/6_002x/_Circuits_and_Electronics_,10/15/2013 05:06,ChrisTHU,10/9/2013 10:11,1992,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13203,13714,TsinghuaX/30240184_1X/_,10/15/2013 05:06,ZhouHao,10/15/2013 05:04,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13204,13717,TsinghuaX/30240184_1X/_,10/15/2013 05:06,topok,10/15/2013 05:05,1984,p,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13205,13721,TsinghuaX/30240184_1X/_,10/15/2013 05:08,stephenr,10/15/2013 05:07,198,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13206,13722,TsinghuaX/30240184_1X/_,10/15/2013 05:08,zhlifly,10/15/2013 05:08,1987,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13207,13723,TsinghuaX/80512073X/_,10/15/2013 05:09,ychq1979,10/15/2013 05:09,1979,a,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13209,13726,TsinghuaX/80000901_1X/_,10/15/2013 05:10,tucano,10/15/2013 05:10,1986,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13211,5244,TsinghuaX/00690242_1X/_,10/15/2013 05:11,iamhot18,10/11/2013 07:01,198,b,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13212,13729,TsinghuaX/30240184_1X/_,10/15/2013 05:11,blueyanghualong,10/15/2013 05:10,1984,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13213,13731,TsinghuaX/30240184_1X/_,10/15/2013 05:11,lifeng,10/15/2013 05:11,1987,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13214,13711,TsinghuaX/80512073X/_,10/15/2013 05:11,purplerainxin,10/15/2013 05:02,1985,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13215,13706,PekingX/01718330X/_,10/15/2013 05:11,dianjin2011,10/15/2013 05:01,1982,b,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
13216,13715,TsinghuaX/20220332_1X/_,10/15/2013 05:13,ash,10/15/2013 05:04,1985,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13217,13739,TsinghuaX/30240184_1X/_,10/15/2013 05:13,rehearsal,10/15/2013 05:13,1989,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13218,13741,TsinghuaX/30240184_1X/_,10/15/2013 05:13,fionser,10/15/2013 05:13,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13219,13724,TsinghuaX/80512073X/_,10/15/2013 05:13,wanjinjun,10/15/2013 05:09,1992,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13220,248,TsinghuaX/30240184_1X/_,10/15/2013 05:13,soledad,9/10/2013 12:07,1989,p,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13221,13743,TsinghuaX/30240184_1X/_,10/15/2013 05:14,aszhou,10/15/2013 05:14,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13222,13746,TsinghuaX/80000901_1X/_,10/15/2013 05:15,laoyuweng,10/15/2013 05:14,1981,p,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13223,13751,TsinghuaX/30240184_1X/_,10/15/2013 05:15,youyou098888,10/15/2013 05:15,199,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13226,13756,TsinghuaX/80512073X/_,10/15/2013 05:17,Digisonny,10/15/2013 05:17,1985,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13227,13754,TsinghuaX/80000901_1X/_,10/15/2013 05:17,pearl,10/15/2013 05:16,1993,hs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13228,13757,TsinghuaX/80512073X/_,10/15/2013 05:18,melong001,10/15/2013 05:17,1987,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13229,13753,TsinghuaX/80512073X/_,10/15/2013 05:18,Viktor,10/15/2013 05:15,1983,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13230,2437,TsinghuaX/80512073X/_,10/15/2013 05:19,hugo,10/10/2013 10:39,1987,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13231,2437,TsinghuaX/30240184_1X/_,10/15/2013 05:20,hugo,10/10/2013 10:39,1987,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13232,13762,TsinghuaX/30240184_1X/_,10/15/2013 05:20,Bitset,10/15/2013 05:20,199,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13233,13763,TsinghuaX/80512073X/_,10/15/2013 05:20,wangjy05,10/15/2013 05:20,1987,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13235,13737,TsinghuaX/30240184_1X/_,10/15/2013 05:21,Mac,10/15/2013 05:12,199,p,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13237,13764,TsinghuaX/80512073X/_,10/15/2013 05:22,lianyi,10/15/2013 05:21,1991,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13238,13740,TsinghuaX/80512073X/_,10/15/2013 05:22,DANIEN,10/15/2013 05:13,199,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13239,13765,TsinghuaX/80512073X/_,10/15/2013 05:23,LiangYongqing,10/15/2013 05:23,1978,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13240,13500,TsinghuaX/00690242_1X/_,10/15/2013 05:23,zxn,10/15/2013 01:33,199,hs,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13243,13769,TsinghuaX/30240184_1X/_,10/15/2013 05:25,0Jason0,10/15/2013 05:25,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13245,13771,TsinghuaX/30240184_1X/_,10/15/2013 05:26,dingchuangnwpu,10/15/2013 05:25,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13246,13774,TsinghuaX/30240184_1X/_,10/15/2013 05:27,vincentLiu,10/15/2013 05:26,1986,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13247,13769,MITx/6_002x/_Circuits_and_Electronics_,10/15/2013 05:27,0Jason0,10/15/2013 05:25,1988,m,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13248,13769,PekingX/01718330X/_,10/15/2013 05:27,0Jason0,10/15/2013 05:25,1988,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
13249,13769,TsinghuaX/20220332_1X/_,10/15/2013 05:27,0Jason0,10/15/2013 05:25,1988,m,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13251,13752,TsinghuaX/30240184_1X/_,10/15/2013 05:28,leegd313,10/15/2013 05:15,1992,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13252,13775,TsinghuaX/00690242_1X/_,10/15/2013 05:29,XiaoCaiYu,10/15/2013 05:27,1986,a,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13253,13776,TsinghuaX/80000901_1X/_,10/15/2013 05:29,JK496723659,10/15/2013 05:27,1993,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13254,13780,TsinghuaX/30240184_1X/_,10/15/2013 05:29,ZhuBinfeng,10/15/2013 05:28,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13255,13517,TsinghuaX/MOOC101/MOOCs_,10/15/2013 05:29,gaqyx,10/15/2013 02:05,1968,a,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
13256,5637,TsinghuaX/30240184_1X/_,10/15/2013 05:29,Qymwys,10/11/2013 08:11,1998,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13258,1652,TsinghuaX/30240184_1X/_,10/15/2013 05:30,PengSi,9/21/2013 00:52,1993,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13259,13783,TsinghuaX/30240184_1X/_,10/15/2013 05:30,ScottNi,10/15/2013 05:30,1987,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13260,13775,TsinghuaX/80000901_1X/_,10/15/2013 05:30,XiaoCaiYu,10/15/2013 05:27,1986,a,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13261,13345,TsinghuaX/80512073X/_,10/15/2013 05:30,leego,10/14/2013 14:46,1983,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13262,13785,TsinghuaX/80000901_1X/_,10/15/2013 05:31,dama,10/15/2013 05:31,1973,none,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13263,9273,TsinghuaX/80000901_1X/_,10/15/2013 05:32,zixuan_huang,10/12/2013 06:01,1987,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13264,13787,TsinghuaX/00690242_1X/_,10/15/2013 05:32,ChristopherNing,10/15/2013 05:32,1987,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13265,13782,TsinghuaX/30240184_1X/_,10/15/2013 05:32,sixone,10/15/2013 05:30,1988,p,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13266,13788,TsinghuaX/20220332_1X/_,10/15/2013 05:32,husher,10/15/2013 05:32,1984,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13267,13790,TsinghuaX/80512073X/_,10/15/2013 05:33,laoyang2013,10/15/2013 05:33,1976,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13268,13773,TsinghuaX/30240184_1X/_,10/15/2013 05:33,winux,10/15/2013 05:26,1986,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13269,13789,TsinghuaX/30240184_1X/_,10/15/2013 05:34,hanluner,10/15/2013 05:32,1989,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13270,13791,TsinghuaX/30240184_1X/_,10/15/2013 05:34,Qingma,10/15/2013 05:34,1991,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13271,13792,TsinghuaX/80512073X/_,10/15/2013 05:35,jake0719,10/15/2013 05:35,1982,b,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13272,12642,TsinghuaX/80000901_1X/_,10/15/2013 05:36,harry0922,10/14/2013 04:19,1975,b,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13273,13793,TsinghuaX/30240184_1X/_,10/15/2013 05:36,freeznet,10/15/2013 05:35,1989,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13275,13739,TsinghuaX/20220332_1X/_,10/15/2013 05:37,rehearsal,10/15/2013 05:13,1989,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13276,13794,TsinghuaX/80512073X/_,10/15/2013 05:38,xcj,10/15/2013 05:35,1987,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13277,13797,TsinghuaX/30240184_1X/_,10/15/2013 05:40,siyuano,10/15/2013 05:39,199,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13278,9273,TsinghuaX/30240184_1X/_,10/15/2013 05:40,zixuan_huang,10/12/2013 06:01,1987,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13279,13787,TsinghuaX/80512073X/_,10/15/2013 05:42,ChristopherNing,10/15/2013 05:32,1987,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13280,13787,TsinghuaX/MOOC101/MOOCs_,10/15/2013 05:42,ChristopherNing,10/15/2013 05:32,1987,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
13281,13787,TsinghuaX/30240184_1X/_,10/15/2013 05:43,ChristopherNing,10/15/2013 05:32,1987,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13282,13597,TsinghuaX/30240184_1X/_,10/15/2013 05:44,raoke12138,10/15/2013 03:28,1988,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13285,13726,TsinghuaX/30240184_1X/_,10/15/2013 05:45,tucano,10/15/2013 05:10,1986,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13287,13809,TsinghuaX/20220332_1X/_,10/15/2013 05:47,why1225,10/15/2013 05:47,1992,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13288,13810,TsinghuaX/30240184_1X/_,10/15/2013 05:48,philpeng,10/15/2013 05:47,1985,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13289,13807,TsinghuaX/30240184_1X/_,10/15/2013 05:48,broaderzhang,10/15/2013 05:46,1985,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13290,13807,TsinghuaX/20220332_1X/_,10/15/2013 05:48,broaderzhang,10/15/2013 05:46,1985,b,Circuit principle (a,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13291,13811,TsinghuaX/30240184_1X/_,10/15/2013 05:48,blankyao,10/15/2013 05:48,1989,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13292,13807,MITx/6_002x/_Circuits_and_Electronics_,10/15/2013 05:48,broaderzhang,10/15/2013 05:46,1985,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13293,13812,TsinghuaX/MOOC101/MOOCs_,10/15/2013 05:49,jinquan,10/15/2013 05:48,1985,b,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
13294,13809,MITx/6_002x/_Circuits_and_Electronics_,10/15/2013 05:50,why1225,10/15/2013 05:47,1992,b,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13295,13597,TsinghuaX/00690242_1X/_,10/15/2013 05:50,raoke12138,10/15/2013 03:28,1988,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13296,13814,TsinghuaX/30240184_1X/_,10/15/2013 05:51,WangTiantian,10/15/2013 05:50,1991,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13297,13816,TsinghuaX/00690242_1X/_,10/15/2013 05:51,prometheus,10/15/2013 05:51,1983,m,Chinese antiques and Culture (on,4/22/2014 02:12,#VALEUR!,Literature and history
13298,13816,TsinghuaX/80512073X/_,10/15/2013 05:51,prometheus,10/15/2013 05:51,1983,m,Financial Analysis and Decision,4/22/2014 02:12,#VALEUR!,Economics and Management
13299,13816,TsinghuaX/80000901_1X/_,10/15/2013 05:51,prometheus,10/15/2013 05:51,1983,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13300,13820,TsinghuaX/30240184_1X/_,10/15/2013 05:53,longerpop,10/15/2013 05:53,2013,none,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13302,13819,TsinghuaX/80000901_1X/_,10/15/2013 05:53,xingshi1984,10/15/2013 05:52,1986,m,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13303,13825,MITx/6_002x/_Circuits_and_Electronics_,10/15/2013 05:53,dakeshuxinsheng,10/15/2013 05:53,1993,a,Circuits and Electronics (Circuits and Electronics,4/22/2014 02:12,#VALEUR!,Electrical and Electronic Engineering
13304,13829,TsinghuaX/30240184_1X/_,10/15/2013 05:55,iwiilbeback,10/15/2013 05:55,1986,a,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13305,13824,TsinghuaX/30240184_1X/_,10/15/2013 05:55,ququzone,10/15/2013 05:53,1982,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13306,13826,TsinghuaX/MOOC101/MOOCs_,10/15/2013 05:55,qiantang2013,10/15/2013 05:54,1977,m,MOOCs Production and Operations,4/22/2014 02:12,#VALEUR!,Information spreading computer
13307,13826,PekingX/01718330X/_,10/15/2013 05:56,qiantang2013,10/15/2013 05:54,1977,m,Principles and Practice of Computer Aided Translation,4/22/2014 02:12,#VALEUR!,computer
13308,13827,TsinghuaX/30240184_1X/_,10/15/2013 05:56,Yuan_hao_koala,10/15/2013 05:54,1989,m,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
13309,13834,TsinghuaX/80000901_1X/_,10/15/2013 05:58,DEMO,10/15/2013 05:58,1994,hs,China Architectural History (on,4/22/2014 02:12,#VALEUR!,Literature and history
13310,13836,TsinghuaX/30240184_1X/_,10/15/2013 05:59,kebo,10/15/2013 05:59,1982,b,Data structure (I,4/22/2014 02:12,#VALEUR!,computer
